Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
U.S. Soccer Foundation,4,GRB,Cisco Torres,Erica Boyle,Washington,DC,Membership Organizations,38.8950368,-77.0365427,Small Business
US Capitol Page Alumni Association,1,ESB,Myron Bryant,Damian Broomes,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
US Chamber of Commerce Foundation,1,GRB,Cisco Torres,Kelly Quarles,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
United Fresh Produce Association,3,GRB,Cisco Torres,Kelly Quarles,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
United Philanthropy Forum,2,ESB,Myron Bryant,Damian Broomes,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
United States Conference of Catholic Bishops,1,MM,Michael Shroff,Claire Bonti,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Mid-Market
United States Energy Association Inc,5,GRB,Cisco Torres,Marcella Clark,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
United States of Care,1,ESB,Myron Bryant,Damian Broomes,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
Up for Growth National Coalition,1,ESB,Myron Bryant,Damian Broomes,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
Urban Alliance Foundation Inc (Legacy Org),2,MM,Michael Shroff,Claire Bonti,Washington,DC,Membership Organizations,38.8950368,-77.0365427,Mid-Market
Urban Land Institute (ULI),4,MM,SARAH ANDREWS,Brett Link,Washington,DC,Membership Organizations,38.8950368,-77.0365427,
Washington Academy of Sciences,1,MM,Michael Shroff,Matthew Rosenberg,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Mid-Market
Washington Nationals Philanthropies,1,MM,Michael Shroff,Claire Bonti,Washington,DC,Membership Organizations,38.8950368,-77.0365427,Mid-Market
Washington Regional Association of Grantmakers,1,GRB,Cisco Torres,Erica Boyle,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
Washington Tennis & Education Foundation,1,GRB,Cisco Torres,Erica Boyle,Washington,DC,Membership Organizations,38.8950368,-77.0365427,Small Business
White House News Photographers Association,1,MM,SARAH ANDREWS,Helen Lynch,Washington,DC,Associations and Unions,38.8950368,-77.0365427,
Women Count,1,ESB,Myron Bryant,Damian Broomes,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
Women in Cable Telecommunications,1,GRB,Cisco Torres,Kelly Quarles,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
YOUNG WOMENS CHRISTIAN ASSOCIATION,3,ENTR,Justin Simon,Mitchell Rabin,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Enterprise
YWCA USA,1,ENTR,Justin Simon,Mitchell Rabin,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Enterprise
Young Education Professionals of the District of Colombia,1,GRB,Cisco Torres,Kelly Quarles,Washington,DC,Associations and Unions,38.8950368,-77.0365427,Small Business
American Institute for Public Service,1,GRB,Cisco Torres,Marcella Clark,Wilmington,DE,Membership Organizations,39.7459468,-75.546589,Small Business
Center for Accelerating Financial Equity,1,ESB,Mark Baxter,Mel Sanchez,Newark,DE,Associations and Unions,39.6828358,-75.7515682,Small Business
Delaware Business Roundtable Education Committee,1,MM,SARAH ANDREWS,Helen Lynch,Wilmington,DE,Associations and Unions,39.7459468,-75.546589,
Delaware College Scholars,4,ESB,Myron Bryant,Mary Bamtefa,Wilmington,DE,Membership Organizations,39.7459468,-75.546589,Small Business
International Fresh Produce Association,4,GRB,Cisco Torres,Marcella Clark,Newark,DE,Associations and Unions,39.6828358,-75.7515682,Small Business
International Literacy Association,1,MM,SARAH ANDREWS,Brett Link,Newark,DE,Associations and Unions,39.6828358,-75.7515682,
RCBL,4,ESB,Myron Bryant,Mary Bamtefa,Elsmere,DE,Membership Organizations,39.7380793,-75.5959197,Small Business
Supporting Kids,1,MM,SARAH ANDREWS,Brett Link,Hockessin,DE,Membership Organizations,39.7874275,-75.6879987,
AMERICAN ACCOUNTING ASSOCIATION,3,GRB,Cisco Torres,Jennifer Hicks,Sarasota,FL,Associations and Unions,27.3365805,-82.5308545,Small Business
Academic Finance Corporation,1,GRB,Cisco Torres,Jennifer Hicks,Davenport,FL,Associations and Unions,28.1614046,-81.6017417,Small Business
American Association for Physician Leadership,3,GRB,Cisco Torres,Jennifer Hicks,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Small Business
American College of Endocrinology,3,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Small Business
American Legion Post #155,1,ESB,Myron Bryant,Ryan Glubo,Crystal River,FL,Associations and Unions,28.902479,-82.5926012,Small Business
American Society for Metabolic and Bariatric Surgery Foundation Inc,1,ESB,Myron Bryant,Ryan Glubo,Gainesville,FL,Associations and Unions,29.6519684,-82.3249846,Small Business
American Welding Society Inc,4,MM,Jessica Lanzarone,Leah Jost,Doral,FL,Associations and Unions,25.8195424,-80.3553302,Mid-Market
Association for Institutional Research,4,GRB,Cisco Torres,Jennifer Hicks,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Small Business
Best Foot Forward Foundation Inc,3,ESB,Myron Bryant,Ryan Glubo,Boca Raton,FL,Membership Organizations,26.3586885,-80.0830984,Small Business
Boy Scouts of America Central Florida Council,1,MM,Jessica Lanzarone,Leah Jost,Apopka,FL,Membership Organizations,28.6732806,-81.5116471,Mid-Market
Boy Scouts of America-South Florida Council,1,MM,Jessica Lanzarone,Leah Jost,Miami Lakes,FL,Membership Organizations,25.9087056,-80.3086619,Mid-Market
Boys & Girls Club of Central Florida,3,ENTR,JUSTIN SCHUMER,Merrill Oakes,Orlando,FL,Associations and Unions,28.5421109,-81.3790304,
CAAIRE,1,ESB,Myron Bryant,Ryan Glubo,Orlando,FL,Associations and Unions,28.5421109,-81.3790304,Small Business
CHI CHI RODRIGUEZ YOUTH FOUNDATION,4,GRB,Cisco Torres,Jennifer Hicks,Clearwater,FL,Membership Organizations,27.9658533,-82.8001026,Small Business
Calvary Chapel,4,MM,Jessica Lanzarone,Leah Jost,Fort Lauderdale,FL,Membership Organizations,26.1223084,-80.1433786,Mid-Market
Camp Fire,1,ESB,Mark Baxter,Stephanie Sanchez,Lakeland,FL,Membership Organizations,28.0394654,-81.9498042,Small Business
Celebration Florida,3,MM,Jessica Lanzarone,Leah Jost,Houston,FL,Associations and Unions,30.2568926,-82.9026289,Mid-Market
Childrens Cancer Center Inc,3,MM,Jessica Lanzarone,Leah Jost,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Mid-Market
Creative Floral Arrangers of the Americas Inc.,4,ESB,Myron Bryant,Ryan Glubo,Orlando,FL,Membership Organizations,28.5421109,-81.3790304,Small Business
Crockett Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Fort Lauderdale,FL,Membership Organizations,26.1223084,-80.1433786,Small Business
Crossover Mission,1,ESB,Myron Bryant,Ryan Glubo,Vero Beach,FL,Membership Organizations,27.6387163,-80.3975399,Small Business
Dead Account~ Minister of Justice of Bulgaria,4,GRB,Cisco Torres,Jennifer Hicks,Sofia,FL,Associations and Unions,25.8123417,-80.1919335,Small Business
Democratic Progressive Caucus of Tampa Bay,1,GRB,Cisco Torres,Jennifer Hicks,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Small Business
EDGEWOOD CHILDRENS RANCH INC,3,GRB,Cisco Torres,Jennifer Hicks,Orlando,FL,Membership Organizations,28.5421109,-81.3790304,Small Business
Early Childhood Council of Hillsborough County Inc,1,ESB,Myron Bryant,Tyler Bryant,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Small Business
Eckerd Connects,2,ENTR,JUSTIN SCHUMER,Mark Seiler,Clearwater,FL,Membership Organizations,27.9658533,-82.8001026,
Educate Tomorrow,3,GRB,Cisco Torres,Jennifer Hicks,Miami,FL,Membership Organizations,25.7741728,-80.19362,Small Business
Elevate Jacksonville,2,ESB,Myron Bryant,Ryan Glubo,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Small Business
Empowered Youth Inc,1,GRB,Cisco Torres,Jennifer Hicks,Miami,FL,Membership Organizations,25.7741728,-80.19362,Small Business
FHSMUN,3,GRB,Cisco Torres,Jennifer Hicks,Sarasota,FL,Associations and Unions,27.3365805,-82.5308545,Small Business
FRIENDS OF STRAYS INC,3,GRB,Cisco Torres,Jennifer Hicks,Petersburg,FL,Membership Organizations,27.7700475,-82.6359078,Small Business
"Faith, Hope, Love, Charity, Inc",1,GRB,Cisco Torres,Jennifer Hicks,Palm Springs,FL,Associations and Unions,26.6359009,-80.0961538,Small Business
FamiLAB,1,MM,Jessica Lanzarone,Leah Jost,Longwood,FL,Membership Organizations,28.7012172,-81.3461738,Mid-Market
First Care Women's Clinic,1,ESB,Myron Bryant,Tyler Bryant,West Palm Beach,FL,Associations and Unions,26.715364,-80.0532942,Small Business
First Things Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Naples,FL,Associations and Unions,26.1421976,-81.7942944,Small Business
Florida Association for the Education of Young C..,1,MM,Jessica Lanzarone,Leah Jost,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Mid-Market
Florida Association of Insurance Agents,3,GRB,Cisco Torres,Jennifer Hicks,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Small Business
Florida Association of Rehabilitation Facilities,1,ESB,Myron Bryant,Ryan Glubo,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Small Business
Florida Citrus Sports Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Orlando,FL,Membership Organizations,28.5421109,-81.3790304,Small Business
Florida FIRST Robotics Education Foundation Inc,3,MM,Jessica Lanzarone,Leah Jost,Cocoa Beach,FL,Associations and Unions,28.3184107,-80.6094959,Mid-Market
Florida Rising,3,MM,Jessica Lanzarone,Leah Jost,Miami,FL,Membership Organizations,25.7741728,-80.19362,Mid-Market
Florida is for Veterans Inc,1,ESB,Myron Bryant,Ryan Glubo,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Small Business
GIRL SCOUTS OF GULFCOAST FLORIDA INC,1,ENTR,Tricia Lane,William Hranchak,Sarasota,FL,Membership Organizations,27.3365805,-82.5308545,Enterprise
GIRL SCOUTS OF SOUTHEAST FLORIDA INC,1,ENTR,Tricia Lane,William Hranchak,Lake Worth,FL,Membership Organizations,26.615891,-80.0691435,Enterprise
Gainesville Cluster,1,MM,Jessica Lanzarone,Leah Jost,Gainesville,FL,Associations and Unions,29.6519684,-82.3249846,Mid-Market
Gang Alternative Inc,1,MM,Jessica Lanzarone,Leah Jost,North Miami,FL,Membership Organizations,25.8900949,-80.1867138,Mid-Market
"Girl Scout Council Of The Florida Panhandle, Inc.",1,ENTR,Tricia Lane,William Hranchak,Tallahassee,FL,Membership Organizations,30.4380832,-84.2809332,Enterprise
Girl Scouts Of Gateway Council Inc.,1,ENTR,Tricia Lane,William Hranchak,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Enterprise
"Girl Scouts Of West Central Florida, Inc.",3,ENTR,Tricia Lane,William Hranchak,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Enterprise
Globalkrewe Development Network Fortnam,1,GRB,Cisco Torres,Jennifer Hicks,Clearwater,FL,Associations and Unions,27.9658533,-82.8001026,Small Business
HENRY AND RILLA WHITE YOUTH FOUND ATION INC,3,GRB,Cisco Torres,Jennifer Hicks,Bronson,FL,Membership Organizations,29.4477445,-82.6423336,Small Business
Habitat Humanity for Marion County,3,ENTR,JUSTIN SCHUMER,Shane Carter,Ocala,FL,Associations and Unions,29.1871986,-82.1400923,
Hanley Center Foundation Inc,4,GRB,Cisco Torres,Jennifer Hicks,West Palm Beach,FL,Membership Organizations,26.715364,-80.0532942,Small Business
Heroic Hearts Project,2,ESB,Myron Bryant,Ryan Glubo,New Smyrna Beach,FL,Associations and Unions,29.0258132,-80.9271271,Small Business
Hugh O'Brian Youth Leadership Foundation,3,ESB,Mark Baxter,Natasha Nielsen,Lakeland,FL,Membership Organizations,28.0394654,-81.9498042,Small Business
Humane Society of Broward County,1,MM,SARAH ANDREWS,Helen Lynch,Fort Lauderdale,FL,Membership Organizations,26.1223084,-80.1433786,
Institute of Internal Auditors Miami,1,GRB,Cisco Torres,Jennifer Hicks,Margate,FL,Associations and Unions,26.2445263,-80.206436,Small Business
Insurance Institute for Business & Home Safety,3,GRB,Cisco Torres,Jennifer Hicks,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Small Business
International BodyTalk Association Inc,1,MM,SARAH ANDREWS,Helen Lynch,Sarasota,FL,Membership Organizations,27.3365805,-82.5308545,
International Congress for Joint Reconstruction,3,GRB,Cisco Torres,Jennifer Hicks,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Small Business
JAINA : Federation of Jain Associations in North America,1,ESB,Myron Bryant,Ryan Glubo,South Daytona,FL,Associations and Unions,29.1658158,-81.0044995,Small Business
Jewish Family Home Care Inc,3,MM,Bryan Rees,Andy Kucich,Davie,FL,Associations and Unions,26.0628665,-80.2331038,Mid-Market
Junior League of Tampa,1,MM,Jessica Lanzarone,Leah Jost,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Mid-Market
LPGA,1,GRB,Cisco Torres,Jennifer Hicks,Daytona Beach,FL,Membership Organizations,29.2108147,-81.0228331,Small Business
Ladies Pro Golf Assoc (LPGA),1,GRB,Cisco Torres,Jennifer Hicks,Daytona Beach,FL,Associations and Unions,29.2108147,-81.0228331,Small Business
Ladies Professional Golf Association (LPGA),3,GRB,Cisco Torres,Jennifer Hicks,Daytona Beach,FL,Associations and Unions,29.2108147,-81.0228331,Small Business
Leadership Palm Beach County,3,GRB,Cisco Torres,Jennifer Hicks,West Palm Beach,FL,Associations and Unions,26.715364,-80.0532942,Small Business
Liberty City Optimist Club,1,ESB,Myron Bryant,Ryan Glubo,Miami,FL,Membership Organizations,25.7741728,-80.19362,Small Business
MALIVAI WASHINGTON KIDS FOUNDATION INC,3,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Small Business
MENTAL HEALTH ASSOCIATIONS OF BROWARD COUNTY INC,3,GRB,Cisco Torres,Jennifer Hicks,Lauderhill,FL,Associations and Unions,26.1403635,-80.2133808,Small Business
MIAMI BRIDGE YOUTH AND FAMILY SERVICES INC,3,GRB,Cisco Torres,Jennifer Hicks,Miami,FL,Membership Organizations,25.7741728,-80.19362,Small Business
MOORINGS PARK FOUNDATION INC,5,MM,Jessica Lanzarone,Leah Jost,Naples,FL,Associations and Unions,26.1421976,-81.7942944,Mid-Market
Manatee County Y,1,MM,Jessica Lanzarone,Leah Jost,Bradenton,FL,Membership Organizations,27.4989278,-82.5748194,Mid-Market
MedAxiom,3,ENTR,Tricia Lane,Anish Patel,Neptune Beach,FL,Associations and Unions,30.311908,-81.3964734,Enterprise
NCCER - New,4,GRB,Cisco Torres,Jennifer Hicks,Alachua,FL,Membership Organizations,29.675568,-82.3640109,Small Business
NORTHWEST BEHAVIORAL HEALTH SERVICES INC,1,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Small Business
National CLT Network,4,ESB,Mark Baxter,Vincent Wong,Clermont,FL,Associations and Unions,28.5551912,-81.7669488,Small Business
National Christian Counseling Association,1,ESB,Myron Bryant,Ryan Glubo,Sarasota,FL,Associations and Unions,27.3365805,-82.5308545,Small Business
National Christian Counseling Association (2nd Org),1,ESB,Myron Bryant,Ryan Glubo,Sarasota,FL,Associations and Unions,27.3365805,-82.5308545,Small Business
National Executive Service Corps of South Florida,3,GRB,Cisco Torres,Jennifer Hicks,Fort Lauderdale,FL,Associations and Unions,26.1223084,-80.1433786,Small Business
North American Veterinary Community,2,MM,Jessica Lanzarone,Leah Jost,Gainesville,FL,Associations and Unions,29.6519684,-82.3249846,Mid-Market
North Florida Procurement Association,1,GRB,Cisco Torres,Jennifer Hicks,Palm Coast,FL,Associations and Unions,29.5541432,-81.2207673,Small Business
"Operation Healing Forces, Inc",2,ESB,Myron Bryant,Ryan Glubo,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Small Business
Operation Warrior Resolution 2nd Org,2,ESB,Myron Bryant,Ryan Glubo,Sarasota,FL,Membership Organizations,27.3365805,-82.5308545,Small Business
Orlando Orthopaedic Center Foundation,3,MM,Michael Shroff,Alexis Casby,Orlando,FL,Associations and Unions,28.5421109,-81.3790304,Mid-Market
Palm Beach County Sports Commission,1,ESB,Myron Bryant,Ryan Glubo,West Palm Beach,FL,Membership Organizations,26.715364,-80.0532942,Small Business
Pga Tour First Tee Foundation Inc,5,ENTR,JUSTIN SCHUMER,Max Shapiro,Ponte Vedra Beach,FL,Membership Organizations,30.2274645,-81.3800824,
"Police Athletic League of Jacksonville, Inc.",1,ESB,Myron Bryant,Ryan Glubo,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Small Business
Presbyterian Housing Foundation of Florida Inc,1,GRB,Cisco Torres,Jennifer Hicks,St Petersburg,FL,Associations and Unions,27.7700475,-82.6359078,Small Business
"Prime Time Palm Beach County, Inc.",3,GRB,Cisco Torres,Jennifer Hicks,Boynton Beach,FL,Membership Organizations,26.5256179,-80.0666026,Small Business
"Professional Opportunities Program For Students, Inc.",1,GRB,Cisco Torres,Jennifer Hicks,Orlando,FL,Membership Organizations,28.5421109,-81.3790304,Small Business
RESPECT of Florida,1,ESB,Myron Bryant,Ryan Glubo,Tallahassee,FL,Associations and Unions,30.4380832,-84.2809332,Small Business
Ride 2 Freedom,1,ESB,Myron Bryant,Tyler Bryant,Pompano Beach,FL,Associations and Unions,26.2378597,-80.1247667,Small Business
Ronald McDonald House Charities of North Central Florida Inc,3,GRB,Cisco Torres,Jennifer Hicks,Gainesville,FL,Membership Organizations,29.6519684,-82.3249846,Small Business
SARASOTA YOUTH SAILING PROGRAM INC,3,GRB,Cisco Torres,Jennifer Hicks,Sarasota,FL,Membership Organizations,27.3365805,-82.5308545,Small Business
Sarasota Crew Inc,1,ESB,Myron Bryant,Ryan Glubo,Osprey,FL,Membership Organizations,27.1961627,-82.4903748,Small Business
South Tampa Young Life,1,ENTR,Justin Simon,Marcus Jessup,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Enterprise
Southern Plains Cable LLC,3,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Small Business
Sovereign Military Hospitaller Knights of the Imperial Orders Inc,1,GRB,Cisco Torres,Jennifer Hicks,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Small Business
"Stem Hq, Inc",3,GRB,Cisco Torres,Jennifer Hicks,Delray Beach,FL,Membership Organizations,26.4614625,-80.0728201,Small Business
"Steps Foundation, Inc",2,ESB,Myron Bryant,Ryan Glubo,Saint Cloud,FL,Membership Organizations,28.2498534,-81.2839038,Small Business
Stetson University,1,ENTR,Justin Raisor,Dylan Davison,Deland,FL,Membership Organizations,29.0281051,-81.3034183,Enterprise
Suits For Seniors,1,ESB,Myron Bryant,Ryan Glubo,West Palm Beach,FL,Membership Organizations,26.715364,-80.0532942,Small Business
"Sundari Foundation inc, Dba Lotus House",2,MM,Jessica Lanzarone,Leah Jost,Miami Beach,FL,Membership Organizations,25.7929198,-80.1353006,Mid-Market
Tampa Gator Club,1,GRB,Cisco Torres,Jennifer Hicks,Gainesville,FL,Associations and Unions,29.6519684,-82.3249846,Small Business
The American Society for Metabolic and Bariatric Surgery (ASMBS),1,ESB,Myron Bryant,Ryan Glubo,Gainesville,FL,Associations and Unions,29.6519684,-82.3249846,Small Business
"The Boat Company, Ltd.",3,GRB,Cisco Torres,Jennifer Hicks,Ponte Vedra,FL,Associations and Unions,30.2396865,-81.3856384,Small Business
"The Community Foundation for Northeast Florida, In",1,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Small Business
The First Tee of North Florida,3,GRB,Cisco Torres,Jennifer Hicks,Saint Augustine,FL,Membership Organizations,29.8946952,-81.3145395,Small Business
The Florida Future Farmers Of America Foundation Incorporated,3,GRB,Cisco Torres,Jennifer Hicks,Haines City,FL,Membership Organizations,28.1067315,-81.6287423,Small Business
The Skills Center,1,ESB,Myron Bryant,Tyler Bryant,Tampa,FL,Membership Organizations,27.9477595,-82.458444,Small Business
To Write Love On Her Arms,2,GRB,Cisco Torres,Jennifer Hicks,Melbourne,FL,Associations and Unions,28.0785034,-80.6077908,Small Business
Umoja Outreach Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Sanford,FL,Membership Organizations,28.8117345,-81.2680223,Small Business
Universal Suites,1,GRB,Cisco Torres,Jennifer Hicks,Apopka,FL,Associations and Unions,28.6732806,-81.5116471,Small Business
Urban Youth Impact,2,GRB,Cisco Torres,Jennifer Hicks,West Palm Beach,FL,Membership Organizations,26.715364,-80.0532942,Small Business
"VETPAW, Inc.",1,ESB,Myron Bryant,Ryan Glubo,Tampa,FL,Associations and Unions,27.9477595,-82.458444,Small Business
"Veteran Warriors, Inc",3,GRB,Cisco Torres,Jennifer Hicks,New Port Richey,FL,Associations and Unions,28.2441768,-82.7192671,Small Business
Vinceremos Therapeutic Riding Center,1,ESB,Myron Bryant,Ryan Glubo,Loxahatchee Groves,FL,Membership Organizations,26.6831222,-80.2593689,Small Business
Warrior Health Foundation,2,ESB,Myron Bryant,Ryan Glubo,Palm Beach Gardens,FL,Associations and Unions,26.8233946,-80.1386547,Small Business
Women Corporate Directors HQ,3,ESB,Myron Bryant,Ryan Glubo,Stuart,FL,Associations and Unions,27.197983,-80.2519175,Small Business
Wounded Warrior Project,1,ENTR,Justin Raisor,Dylan Davison,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Enterprise
Wounded Warrior Project (2nd instance),1,ENTR,Justin Raisor,Dylan Davison,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Enterprise
Wounded Warrior Project Inc.,1,ENTR,Justin Raisor,Dylan Davison,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Enterprise
"Wounded Warrior Project, Inc.",3,ENTR,Justin Raisor,Dylan Davison,Jacksonville,FL,Associations and Unions,30.3321838,-81.655651,Enterprise
Y i Count,1,ESB,Myron Bryant,Ryan Glubo,Orlando,FL,Membership Organizations,28.5421109,-81.3790304,Small Business
YMCA of Collier County Endowment Board Inc (No Contacts),1,MM,Jessica Lanzarone,Leah Jost,Naples,FL,Membership Organizations,26.1421976,-81.7942944,Mid-Market
YWAM Jacksonville,1,GRB,Cisco Torres,Jennifer Hicks,Jacksonville,FL,Membership Organizations,30.3321838,-81.655651,Small Business
YWCA OF GREATER MIAMI DADE INC,4,MM,Jessica Lanzarone,Leah Jost,Miami,FL,Membership Organizations,25.7741728,-80.19362,Mid-Market
Young Life Clay County,1,ENTR,Justin Simon,Marcus Jessup,Fleming Island,FL,Membership Organizations,24.5810655,-81.7963673,Enterprise
Ywam Mazatlan,1,GRB,Cisco Torres,Jennifer Hicks,Melbourne,FL,Associations and Unions,28.0785034,-80.6077908,Small Business
48in48,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
ATLAS Ministry,1,ESB,Myron Bryant,Ryan Glubo,Greensboro,GA,Membership Organizations,33.5756831,-83.1823789,Small Business
ATLytiCS,1,ESB,Myron Bryant,Ryan Glubo,Dekalb County,GA,Associations and Unions,33.7575613,-84.2186508,Small Business
Accessibility Association,1,MM,SARAH ANDREWS,Helen Lynch,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,
Accreditation Review Commission On Education for the Physician Assis,3,ESB,Myron Bryant,Ryan Glubo,Duluth,GA,Associations and Unions,34.0028569,-84.1441046,Small Business
Achieve Atlanta,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Apple Seeds Foundation Incorporated,4,GRB,Cisco Torres,Jennifer Hicks,Loganville,GA,Membership Organizations,33.8389977,-83.9007382,Small Business
Asian American Hotel Owners Association,1,MM,SARAH ANDREWS,Helen Lynch,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,
Athena's Warehouse,4,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
Atlanta Urban Debate League,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Avondale Education Association Inc,3,GRB,Cisco Torres,Jennifer Hicks,Decatur,GA,Associations and Unions,30.8736613,-84.5740953,Small Business
BROKEN SHACKLE RANCH INC,1,GRB,Cisco Torres,Jennifer Hicks,Davisboro,GA,Membership Organizations,32.9790425,-82.6079095,Small Business
Black Male Voter Project,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Blue Skies Ministries,1,ESB,Myron Bryant,Ryan Glubo,Marietta,GA,Membership Organizations,33.9528472,-84.5496148,Small Business
Boy With a Ball,1,GRB,Salma Ferdowsi,James Coburn,Lawrenceville,GA,Membership Organizations,33.9566391,-83.9890066,Small Business
Boys & Girls Club of Ottawa County,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,
Boys & Girls Clubs of Malibu,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,
Boys & Girls Clubs of Moultrie/Colquitt County,1,GRB,Cisco Torres,Jennifer Hicks,Moultrie,GA,Membership Organizations,31.179998,-83.7887928,Small Business
CAMP SOUTHERN GROUND INC,1,GRB,Cisco Torres,Jennifer Hicks,Fayetteville,GA,Membership Organizations,33.4487257,-84.4549262,Small Business
CARE,2,ENTR,Justin Raisor,Dylan Davison,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Enterprise
CARE USA,3,ENTR,Justin Simon,Linda Davis,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Enterprise
CARTER CENTER COLLABORATIVE INC,3,MM,Michael Shroff,Claire Bonti,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Mid-Market
CDC Foundation #14 Dupe,1,MM,Bryan Rees,Andy Kucich,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Mid-Market
CDC Foundation #4 Dupe,1,MM,Bryan Rees,Andy Kucich,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Mid-Market
"Camp Fire Boys and Girls, Inc. - Georgia Council",1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Toccoa,GA,Membership Organizations,34.5774368,-83.332881,
Carrollton Rainbow,1,ESB,Myron Bryant,Ryan Glubo,Carrollton,GA,Membership Organizations,33.5801103,-85.0766113,Small Business
Celebrate Life International Inc,1,GRB,Cisco Torres,Jennifer Hicks,Acworth,GA,Membership Organizations,34.0659329,-84.6768796,Small Business
Citizens for a Greater Georgia,1,MM,Michael Shroff,Claire Bonti,Macon,GA,Associations and Unions,32.8406946,-83.6324022,Mid-Market
Cognia Org 2,4,ENTR,JUSTIN SCHUMER,Merrill Oakes,Alpharetta,GA,Associations and Unions,34.0709576,-84.2747329,
CogniaACQuIRED,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Alpharetta,GA,Associations and Unions,34.0709576,-84.2747329,
"Downtown Ministries, Inc.",4,GRB,Cisco Torres,Jennifer Hicks,Athens,GA,Membership Organizations,33.9597677,-83.376398,Small Business
East Atlanta Kids Club,5,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
"Edge Connections, Inc",1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
